date,bullish,bearish,neutral,sentiment_index,sentiment_scaled,sentiment_smoothed
2009-03-09,4.868672e-06,0.99999475,4.1692138e-07,-0.99998987,5.066395e-06,-0.4076680370739528
2009-03-13,0.0003928467,0.9995976,9.5588375e-06,-0.99920475,0.00039762259,-0.4087094749723162
2009-03-18,0.0011233556,0.9986594,0.00021730896,-0.997536,0.0012319982,-0.4117442114012582
2009-03-26,0.48193252,0.3935942,0.1244733,0.088338315,0.5441692,-0.2726644107273647
2009-04-06,0.4965857,0.0067732777,0.49664104,0.4898124,0.7449062,-0.3451448551246098
2009-04-13,0.96988446,0.026285173,0.0038303903,0.9435993,0.9717996,-0.35320025256701876
2009-04-17,3.0410565e-06,0.9999949,2.032158e-06,-0.99999183,4.082918e-06,-0.3535674938133785
2009-04-28,0.9997727,0.0002217458,5.43177e-06,0.999551,0.9997755,-0.06791879875319344
2009-04-30,0.49998477,0.32886934,0.17114593,0.17111543,0.5855577,0.09926979882376534
2009-05-07,4.0633746e-05,0.0002448183,0.99971455,-0.00020418456,0.4998979,0.24174577297110642
2009-05-11,0.3725046,0.12750189,0.4999935,0.24500269,0.6225014,0.2641263974697462
2009-05-29,0.00044294776,0.99954,1.719153e-05,-0.99909705,0.00045147538,0.051425047019230466
2009-06-01,5.9063907e-05,0.9999388,2.1324968e-06,-0.9998797,6.0141087e-05,-0.22621481034106442
2009-06-05,8.441052e-05,0.9998926,2.3024802e-05,-0.9998082,9.590387e-05,-0.226188575782414
2009-06-11,0.03744412,0.9602683,0.0022875506,-0.9228242,0.038587898,-0.5008136046651218
2009-06-17,0.032232337,0.6532571,0.3145106,-0.6210247,0.18948764,-0.6139764840980726
2009-06-19,0.033223074,0.9654322,0.0013446583,-0.93220913,0.033895433,-0.7471200483185905
2009-06-24,1.3022118e-05,0.9999324,5.4589505e-05,-0.9999194,4.029274e-05,-0.9249660628182548
2009-07-01,8.388615e-05,0.9999036,1.2430203e-05,-0.99981976,9.012222e-05,-0.9250693065779549
2009-07-02,0.0001612461,0.9998317,7.050823e-06,-0.99967045,0.00016477704,-0.9250394105911255
2009-07-08,1.2488168e-05,0.9999863,1.201173e-06,-0.9999738,1.3113022e-05,-0.925063065120152
2009-07-09,9.038961e-05,0.9990907,0.0008189175,-0.9990003,0.00049984455,-0.9359453661101205
2009-07-13,0.0004898387,0.998209,0.0013011894,-0.99771917,0.0011404157,-0.9897588576589312
2009-07-31,0.002844171,0.9971528,2.999009e-06,-0.99430865,0.0028456748,-0.9986302171434674
2009-08-05,0.99952614,3.9635793e-06,0.00046996324,0.9995222,0.9997611,-0.7129956994737897
2009-08-07,7.332911e-05,0.9999225,4.1993844e-06,-0.9998492,7.5399876e-05,-0.7129999058587211
2009-08-11,0.9765697,0.023301622,0.0001286736,0.9532681,0.976634,-0.43400868347712923
2009-08-13,0.009889798,0.99010336,6.842085e-06,-0.9802136,0.009893209,-0.4311857989856175
2009-08-14,0.00031688335,0.99967337,9.783255e-06,-0.9993565,0.00032174587,-0.4312366843223572
2009-08-19,3.6459703e-06,0.99999595,3.270922e-07,-0.9999923,3.8444996e-06,-0.43156141894204275
2009-08-31,2.7990296e-05,0.99996984,2.1687974e-06,-0.9999418,2.9087067e-05,-0.4323661582810538
2009-09-01,0.0001162106,0.9998777,6.114726e-06,-0.99976146,0.000119268894,-0.7179781113352094
2009-09-02,5.892723e-06,0.9999938,3.0162235e-07,-0.9999879,6.0498714e-06,-0.7179979256221226
2009-09-08,1.0979408e-09,1.0470191e-09,1.0,5.092171e-11,0.5,-0.8541790842937204
2009-09-09,0.2912915,0.20587467,0.50283384,0.08541684,0.5427084,-0.7019461670019428
2009-09-10,0.0015181262,0.99847883,3.1517936e-06,-0.9969607,0.0015196502,-0.7016039086166933
2009-09-11,4.0081422e-06,0.49999517,0.50000083,-0.49999115,0.2500044,-0.6301751711466114
2009-09-14,0.75226486,0.24773178,3.3069834e-06,0.50453305,0.7522665,-0.4152501885307318
2009-09-16,1.6933318e-06,0.9999982,1.6418697e-07,-0.99999654,1.7285347e-06,-0.4152837714905881
2009-09-18,0.566159,0.41954544,0.01429557,0.14661357,0.5733068,-0.25148356172992226
2009-09-22,1.0603343e-06,0.49999794,0.500001,-0.49999687,0.25000155,-0.3229116861309324
2009-09-23,0.0064334446,0.36859822,0.62496835,-0.36216477,0.31891763,-0.38685191529137747
2009-09-25,0.78487235,0.21512404,3.6816593e-06,0.5697483,0.78487414,-0.16303634643554688
2009-09-28,0.00032613124,0.9996647,9.111873e-06,-0.9993386,0.00033068657,-0.2343717004571642
2009-09-30,8.787154e-05,0.9999068,5.3581794e-06,-0.9998189,9.0539455e-05,-0.4492791252476828
2009-10-01,5.9771897e-05,0.99993765,2.578461e-06,-0.99987787,6.106496e-05,-0.44926217198371887
2009-10-06,5.6117437e-06,0.4999881,0.5000063,-0.4999825,0.25000876,-0.5416330397129059
2009-10-07,2.1592115e-08,1.502857e-06,0.99999845,-1.4812649e-06,0.49999925,-0.47020512692844413
2009-10-08,0.27393147,0.22381707,0.50225145,0.050114408,0.5250572,-0.411308102109615
2009-10-09,0.008289046,0.99089885,0.0008121066,-0.9826098,0.008695096,-0.6330735436635483
2009-10-12,0.0034898643,0.98123807,0.015272028,-0.9777482,0.011125892,-0.6299891991402546
2009-10-19,8.87386e-05,0.4508086,0.54910266,-0.45071986,0.27464008,-0.5515464765812794
2009-10-27,1.3662471e-06,0.99999607,2.6564137e-06,-0.9999947,2.6524067e-06,-0.5515631658818165
2009-10-28,0.00036857108,0.99961406,1.7418792e-05,-0.99924546,0.0003772676,-0.6228864457053922
2009-10-30,5.432184e-05,0.9999429,2.7265196e-06,-0.9998886,5.570054e-05,-0.7657274625131062
2009-11-05,0.5002647,0.43063086,0.06910444,0.06963384,0.5348169,-0.7629389720303672
2009-11-09,0.00010335782,0.9998877,8.882695e-06,-0.99978435,0.0001078248,-0.7653924780232566
2009-11-12,0.9999654,1.7810046e-06,3.283543e-05,0.99996364,0.9999818,-0.48286221282822744
